date,synthetic-demo-account-0042,synthetic-demo-account-0042__upper_bound,known_total_usd,upper_bound_total_usd,combined_usd_value,over_10000,possibly_over_10000
2025-03-05,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-06,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-07,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-08,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-09,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-10,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-11,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-12,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-13,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-14,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-15,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-16,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-17,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-18,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-19,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-20,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-21,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-22,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-23,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-24,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-25,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-26,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-27,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-28,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-29,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-30,2616.850663,2616.850663,2616.850663,2616.850663,2616.850663,False,False
2025-03-31,2623.475602,2623.475602,2623.475602,2623.475602,2623.475602,False,False
2025-04-01,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-02,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-03,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-04,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-05,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-06,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-07,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-08,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-09,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-10,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-11,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-12,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-13,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-14,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-15,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-16,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-17,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-18,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-19,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-20,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-21,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-22,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-23,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-24,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-25,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-26,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-27,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-28,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-29,2636.725478,2636.725478,2636.725478,2636.725478,2636.725478,False,False
2025-04-30,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-01,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-02,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-03,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-04,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-05,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-06,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-07,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-08,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-09,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-10,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-11,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-12,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-13,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-14,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-15,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-16,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-17,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-18,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-19,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-20,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-21,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-22,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-23,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-24,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-25,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-26,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-27,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-28,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-29,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-30,2631.425528,2631.425528,2631.425528,2631.425528,2631.425528,False,False
2025-05-31,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-01,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-02,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-03,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-04,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-05,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-06,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-07,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-08,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-09,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-10,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-11,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-12,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-13,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-14,2634.075503,2634.075503,2634.075503,2634.075503,2634.075503,False,False
2025-06-15,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-16,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-17,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-18,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-19,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-20,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-21,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-22,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-23,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-24,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-25,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-26,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-27,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-28,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-29,2630.10054,2630.10054,2630.10054,2630.10054,2630.10054,False,False
2025-06-30,2639.375454,2639.375454,2639.375454,2639.375454,2639.375454,False,False
2025-07-01,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-02,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-03,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-04,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-05,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-06,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-07,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-08,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-09,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-10,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-11,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-12,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-13,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-14,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-15,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-16,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-17,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-18,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-19,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-20,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-21,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-22,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-23,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-24,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-25,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-26,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-27,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-28,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-29,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-30,2643.350417,2643.350417,2643.350417,2643.350417,2643.350417,False,False
2025-07-31,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-01,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-02,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-03,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-04,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-05,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-06,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-07,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-08,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-09,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-10,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-11,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-12,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-13,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-14,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-15,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-16,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-17,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-18,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-19,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-20,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-21,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-22,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-23,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-24,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-25,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-26,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-27,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-28,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-29,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-30,2649.975355,2649.975355,2649.975355,2649.975355,2649.975355,False,False
2025-08-31,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-01,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-02,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-03,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-04,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-05,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-06,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-07,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-08,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-09,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-10,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-11,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-12,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-13,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-14,2676.475109,2676.475109,2676.475109,2676.475109,2676.475109,False,False
2025-09-15,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-16,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-17,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-18,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-19,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-20,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-21,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-22,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-23,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-24,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-25,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-26,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-27,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-28,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-29,2716.224739,2716.224739,2716.224739,2716.224739,2716.224739,False,False
2025-09-30,2702.974862,2702.974862,2702.974862,2702.974862,2702.974862,False,False
2025-10-01,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-02,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-03,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-04,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-05,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-06,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-07,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-08,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-09,2729.474616,2729.474616,2729.474616,2729.474616,2729.474616,False,False
2025-10-10,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-11,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-12,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-13,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-14,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-15,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-16,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-17,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-18,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-19,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-20,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-21,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-22,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-23,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-24,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-25,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-26,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-27,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-28,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-29,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-30,2782.474123,2782.474123,2782.474123,2782.474123,2782.474123,False,False
2025-10-31,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-01,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-02,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-03,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-04,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-05,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-06,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-07,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-08,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-09,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-10,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-11,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-12,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-13,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-14,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-15,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-16,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-17,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-18,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-19,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-20,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-21,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-22,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-23,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-24,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-25,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-26,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-27,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-28,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-29,2755.974369,2755.974369,2755.974369,2755.974369,2755.974369,False,False
2025-11-30,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-01,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-02,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
2025-12-03,2742.724493,2742.724493,2742.724493,2742.724493,2742.724493,False,False
